date,description,amount,payment_mode,category
2026-03-03,DMART *9633,2276.0,UPI,Shopping
2026-01-05,DMART *9708,2816.0,Card,Shopping
2026-07-29,torrent power *6325   ,2787.0,NetBanking,Bills
2026-03-20,TORRENT POWER *8549,2370.0,NetBanking,Bills
2026-02-18,LIC PREMIUM *5882,1975.0,Card,Bills
2026-02-12,SPOTIFY *6393,486.0,UPI,Entertainment
2026-03-25,STARBUCKS *5522,176.0,Card,Food
2026-06-02,TORRENT POWER *4645,1855.0,UPI,Bills
2026-04-13,FLIPKART *1629,469.0,Card,Shopping
2026-06-03,INDIGO AIRLINES *2941,3188.0,Card,Travel
2025-11-20,RELIANCE TRENDS *7900,4186.0,Card,Shopping
2026-02-18,UBER TRIP *7376,1457.0,UPI,Travel
2026-08-28,INDIGO AIRLINES *6432,1426.0,NetBanking,Travel
2026-02-21,gas bill *6866   ,2716.0,UPI,Bills
2025-11-08,DMART *6141,4508.0,Card,Shopping
2026-08-13,JIO RECHARGE *7082,784.0,Card,Bills
2026-04-09,JIO RECHARGE *9040,1373.0,Card,Bills
2025-11-02,LIC PREMIUM *2223,917.0,NetBanking,Bills
2026-05-18,FLIPKART *9849,2980.0,NetBanking,Shopping
2026-09-14,AMAZON PAY *5366,1706.0,NetBanking,Shopping
2026-05-12,UBER TRIP *2435,611.0,NetBanking,Travel
2026-01-13,TORRENT POWER *8433,402.0,NetBanking,Bills
2025-12-07,DMART *3506,1737.0,Card,Shopping
2025-12-09,TORRENT POWER *3933,1365.0,UPI,Bills
2026-07-27,SPOTIFY *2645,294.0,UPI,Entertainment
2026-02-28,jio recharge *7257   ,2946.0,Card,Bills
2026-09-23,INDIGO AIRLINES *2098,3466.0,NetBanking,Travel
2026-02-16,UBER TRIP *4551,4145.0,Card,Travel
2026-06-26,NETFLIX *9792,479.0,Card,Entertainment
2026-02-08,PVR CINEMAS *1529,650.0,UPI,Entertainment
2026-05-11,JIO RECHARGE *4839,509.0,UPI,Bills
2026-08-26,SWIGGY ORDER *2464,450.0,UPI,Food
2025-12-01,BOOKMYSHOW *8898,503.0,Card,Entertainment
2025-10-22,SPOTIFY *4799,717.0,UPI,Entertainment
2026-03-07,RELIANCE TRENDS *2145,4594.0,NetBanking,Shopping
2026-03-27,jio recharge *8135   ,1159.0,NetBanking,Bills
2026-08-31,METRO RECHARGE *4932,2169.0,Card,Travel
2026-07-26,GAS BILL *1956,2996.0,NetBanking,Bills
2026-07-27,UBER TRIP *9075,5761.0,UPI,Travel
2026-03-17,FLIPKART *2074,2114.0,UPI,Shopping
2026-01-06,SWIGGY ORDER *6239,352.0,NetBanking,Food
2026-01-04,PVR CINEMAS *7452,873.0,UPI,Entertainment
2026-09-10,AIRTEL BROADBAND *3535,2082.0,UPI,Bills
2025-12-21,reliance trends *1844   ,646.0,Card,Shopping
2026-05-01,NETFLIX *7401,628.0,NetBanking,Entertainment
2025-11-08,NETFLIX *3007,899.0,NetBanking,Entertainment
2026-07-21,FLIPKART *7294,4603.0,Card,Shopping
2026-03-28,netflix *7362   ,887.0,UPI,Entertainment
2026-08-02,IRCTC TICKET *3309,5986.0,UPI,Travel
2026-07-05,GAS BILL *4475,1814.0,Card,Bills
2026-04-02,AIRTEL BROADBAND *5218,550.0,NetBanking,Bills
2025-10-05,IRCTC TICKET *2015,1864.0,Card,Travel
2026-02-11,indigo airlines *4096   ,3296.0,UPI,Travel
2026-01-26,swiggy order *2673   ,624.0,NetBanking,Food
2026-08-16,SPOTIFY *4056,891.0,Card,Entertainment
2025-11-18,LIC PREMIUM *5422,1942.0,UPI,Bills
2026-07-16,airtel broadband *3384   ,959.0,Card,Bills
2026-05-04,AMAZON PAY *4998,872.0,NetBanking,Shopping
2026-08-21,SWIGGY ORDER *7158,746.0,NetBanking,Food
2025-10-01,DMART *8234,2532.0,UPI,Shopping
2026-04-29,IRCTC TICKET *9695,3229.0,NetBanking,Travel
2026-02-13,CHAI POINT *1249,373.0,UPI,Food
2026-07-31,uber trip *5548   ,3148.0,NetBanking,Travel
2026-07-09,JIO RECHARGE *5861,2292.0,UPI,Bills
2025-12-31,GAS BILL *6311,,UPI,Bills
2026-09-05,JIO RECHARGE *9320,587.0,NetBanking,Bills
2026-04-19,irctc ticket *3587   ,3104.0,NetBanking,Travel
2026-07-07,INDIGO AIRLINES *9809,2205.0,UPI,Travel
2026-08-06,IRCTC TICKET *7376,1840.0,UPI,Travel
2026-03-28,DOMINOS PIZZA *3259,293.0,UPI,Food
2026-09-09,UBER TRIP *2058,2789.0,UPI,Travel
2026-04-22,LIC PREMIUM *7617,2629.0,UPI,Bills
2025-10-19,STARBUCKS *3759,791.0,NetBanking,Food
2026-08-16,OLA CABS *1276,2039.0,Card,Travel
2025-11-17,INDIGO AIRLINES *8764,5187.0,Card,Travel
2025-12-19,TORRENT POWER *6580,1109.0,Card,Bills
2026-08-17,NETFLIX *2428,381.0,Card,Entertainment
2026-06-04,BOOKMYSHOW *9711,239.0,Card,Entertainment
2026-09-14,MYNTRA *1442,4875.0,Card,Shopping
2025-10-05,PVR CINEMAS *9848,711.0,Card,Entertainment
2026-08-23,RELIANCE TRENDS *5076,1293.0,UPI,Shopping
2025-11-27,amazon pay *2515   ,774.0,NetBanking,Shopping
2025-12-31,metro recharge *1446   ,148.0,UPI,Travel
2026-08-22,JIO RECHARGE *6463,378.0,Card,Bills
2026-04-06,SPOTIFY *3758,627.0,Card,Entertainment
2026-03-17,reliance trends *9065   ,4080.0,UPI,Shopping
2025-12-01,UBER TRIP *5334,4330.0,Card,Travel
2026-05-03,MYNTRA *9159,2273.0,NetBanking,Shopping
2026-04-30,ZOMATO *9699,75.0,Card,Food
2026-05-01,STARBUCKS *9433,552.0,UPI,Food
2026-04-15,INDIGO AIRLINES *7875,4471.0,UPI,Travel
2025-10-18,STARBUCKS *6189,397.0,NetBanking,Food
2026-07-09,UBER TRIP *6756,4454.0,NetBanking,Travel
2026-04-06,AMAZON PAY *5798,2555.0,NetBanking,Shopping
2026-02-21,AIRTEL BROADBAND *5980,545.0,UPI,Bills
2026-04-10,RELIANCE TRENDS *3052,3508.0,UPI,Shopping
2026-03-13,NETFLIX *8062,401.0,NetBanking,Entertainment
2026-02-20,OLA CABS *4041,145.0,NetBanking,Travel
2026-01-11,MYNTRA *8850,1704.0,Card,Shopping
2026-08-14,AIRTEL BROADBAND *4735,1310.0,NetBanking,Bills
2025-11-14,JIO RECHARGE *9060,1264.0,Card,Bills
2026-08-29,INDIGO AIRLINES *6249,1356.0,UPI,Travel
2026-08-06,UBER TRIP *4175,4321.0,Card,Travel
2025-11-18,DOMINOS PIZZA *8413,348.0,Card,Food
2026-06-05,INDIGO AIRLINES *2701,1326.0,UPI,Travel
2026-03-05,FLIPKART *6588,3320.0,NetBanking,Shopping
2026-06-28,FLIPKART *8569,2430.0,UPI,Shopping
2026-09-02,OLA CABS *4988,296.0,UPI,Travel
2026-08-09,TORRENT POWER *5780,169.0,UPI,Bills
2026-05-31,CHAI POINT *3702,100.0,NetBanking,Food
2026-02-25,IRCTC TICKET *6591,3766.0,NetBanking,Travel
2026-07-10,FLIPKART *3402,,NetBanking,Shopping
2026-01-25,MYNTRA *9458,2045.0,UPI,Shopping
2026-06-25,STARBUCKS *4312,72.0,NetBanking,Food
2026-07-06,FLIPKART *4381,3080.0,Card,Shopping
2026-03-23,DOMINOS PIZZA *4741,490.0,NetBanking,Food
2026-04-27,IRCTC TICKET *6302,5594.0,NetBanking,Travel
2026-06-09,DOMINOS PIZZA *8374,269.0,NetBanking,Food
2025-11-16,BOOKMYSHOW *1260,315.0,UPI,Entertainment
2026-02-28,LIC PREMIUM *1178,2394.0,NetBanking,Bills
2026-04-02,ola cabs *6911   ,1385.0,UPI,Travel
2025-10-12,AMAZON PAY *8183,774.0,UPI,Shopping
2026-03-31,AMAZON PAY *4009,4951.0,Card,Shopping
2026-03-30,jio recharge *6688   ,796.0,UPI,Bills
2026-01-12,IRCTC TICKET *2963,5193.0,Card,Travel
2025-10-21,AMAZON PAY *8718,1325.0,Card,Shopping
2026-07-22,SPOTIFY *5284,524.0,UPI,Entertainment
2026-05-14,AMAZON PAY *3783,3844.0,Card,Shopping
2025-11-05,JIO RECHARGE *7868,1581.0,Card,Bills
2026-06-30,METRO RECHARGE *8503,5347.0,NetBanking,Travel
2026-05-06,NETFLIX *1815,783.0,NetBanking,Entertainment
2026-01-05,MYNTRA *4675,3254.0,Card,Shopping
2026-03-16,GAS BILL *4539,,UPI,Bills
2026-08-09,flipkart *2141   ,1835.0,UPI,Shopping
2025-10-01,SWIGGY ORDER *3313,550.0,Card,Food
2026-03-12,HOTSTAR *7204,536.0,UPI,Entertainment
2026-09-18,INDIGO AIRLINES *2091,1236.0,NetBanking,Travel
2026-02-22,LIC PREMIUM *4057,2234.0,UPI,Bills
2025-10-07,PVR CINEMAS *7571,215.0,NetBanking,Entertainment
2026-06-01,JIO RECHARGE *3949,315.0,Card,Bills
2026-05-23,HOTSTAR *4607,621.0,UPI,Entertainment
2026-04-14,bookmyshow *9737   ,662.0,Card,Entertainment
2026-01-19,BOOKMYSHOW *2784,537.0,NetBanking,Entertainment
2025-10-20,DOMINOS PIZZA *1968,189.0,UPI,Food
2025-10-29,AMAZON PAY *2782,3720.0,UPI,Shopping
2025-11-09,SWIGGY ORDER *4957,395.0,UPI,Food
2026-03-24,CHAI POINT *3230,251.0,UPI,Food
2026-05-03,BOOKMYSHOW *1990,887.0,Card,Entertainment
2025-11-02,LIC PREMIUM *8813,2276.0,NetBanking,Bills
2025-10-12,FLIPKART *7046,4245.0,Card,Shopping
2025-12-29,DOMINOS PIZZA *8659,258.0,Card,Food
2025-12-24,LIC PREMIUM *8239,2764.0,UPI,Bills
2026-09-07,PVR CINEMAS *9324,541.0,UPI,Entertainment
2026-02-05,GAS BILL *6724,1985.0,UPI,Bills
2026-05-17,DOMINOS PIZZA *4157,633.0,UPI,Food
2026-08-19,DOMINOS PIZZA *4281,674.0,UPI,Food
2025-12-11,AIRTEL BROADBAND *6179,2627.0,UPI,Bills
2026-02-27,BOOKMYSHOW *3422,668.0,NetBanking,Entertainment
2026-05-30,AMAZON PAY *4536,4002.0,Card,Shopping
2026-09-13,SPOTIFY *2831,644.0,NetBanking,Entertainment
2026-09-17,SWIGGY ORDER *5195,118.0,Card,Food
2026-02-05,AIRTEL BROADBAND *5555,1104.0,NetBanking,Bills
2026-08-28,BOOKMYSHOW *4432,355.0,UPI,Entertainment
2026-09-09,INDIGO AIRLINES *2007,5485.0,NetBanking,Travel
2026-07-16,PVR CINEMAS *6608,590.0,Card,Entertainment
2025-11-03,DOMINOS PIZZA *1028,765.0,UPI,Food
2026-03-30,PVR CINEMAS *3790,399.0,UPI,Entertainment
2025-10-17,FLIPKART *2115,4778.0,NetBanking,Shopping
2025-10-11,CHAI POINT *8787,85.0,UPI,Food
2025-12-17,UBER TRIP *6490,3097.0,Card,Travel
2025-10-18,JIO RECHARGE *3196,2858.0,Card,Bills
2025-11-28,HOTSTAR *7980,259.0,UPI,Entertainment
2026-03-25,ZOMATO *5491,667.0,UPI,Food
2026-07-26,TORRENT POWER *4238,1886.0,Card,Bills
2026-02-15,LIC PREMIUM *3097,1944.0,UPI,Bills
2026-05-12,DOMINOS PIZZA *8876,713.0,Card,Food
2025-12-27,SPOTIFY *3176,439.0,NetBanking,Entertainment
2026-08-09,IRCTC TICKET *1364,1840.0,NetBanking,Travel
2026-09-14,TORRENT POWER *1832,462.0,NetBanking,Bills
2026-09-03,TORRENT POWER *7781,427.0,Card,Bills
2026-01-16,metro recharge *8982   ,3106.0,UPI,Travel
2026-07-07,JIO RECHARGE *1071,2718.0,Card,Bills
2026-07-05,AIRTEL BROADBAND *6682,1836.0,NetBanking,Bills
2026-03-24,RELIANCE TRENDS *7116,2412.0,UPI,Shopping
2026-08-12,netflix *7041   ,329.0,NetBanking,Entertainment
2026-03-21,SPOTIFY *9154,645.0,UPI,Entertainment
2026-09-23,NETFLIX *1506,657.0,UPI,Entertainment
2026-09-13,AIRTEL BROADBAND *7780,2624.0,NetBanking,Bills
2026-02-12,CHAI POINT *9392,92.0,NetBanking,Food
2025-12-28,FLIPKART *4731,651.0,NetBanking,Shopping
2026-03-21,INDIGO AIRLINES *9465,2346.0,NetBanking,Travel
2026-04-27,BOOKMYSHOW *6330,802.0,UPI,Entertainment
2026-05-23,INDIGO AIRLINES *9504,4673.0,UPI,Travel
2026-02-22,spotify *3956   ,749.0,Card,Entertainment
2026-04-10,starbucks *2517   ,718.0,NetBanking,Food
2026-04-04,dmart *2879   ,4308.0,NetBanking,Shopping
2026-03-03,FLIPKART *1619,1082.0,UPI,Shopping
2026-03-18,OLA CABS *6009,1597.0,Card,Travel
2026-04-22,FLIPKART *7574,4133.0,Card,Shopping
2026-02-13,SPOTIFY *8171,765.0,Card,Entertainment
2026-02-07,SPOTIFY *4083,179.0,Card,Entertainment
2026-06-30,pvr cinemas *3563   ,319.0,Card,Entertainment
2025-11-15,gas bill *5651   ,427.0,UPI,Bills
2026-05-24,TORRENT POWER *5652,2846.0,Card,Bills
2026-07-18,UBER TRIP *9399,5673.0,Card,Travel
2026-03-13,NETFLIX *9286,880.0,UPI,Entertainment
2026-07-13,LIC PREMIUM *1779,1588.0,Card,Bills
2026-02-16,RELIANCE TRENDS *4345,2686.0,Card,Shopping
2026-07-09,PVR CINEMAS *7305,449.0,Card,Entertainment
2026-04-13,RELIANCE TRENDS *1011,394.0,Card,Shopping
2026-03-07,SWIGGY ORDER *1436,592.0,NetBanking,Food
2026-06-03,LIC PREMIUM *7538,1660.0,UPI,Bills
2025-10-26,IRCTC TICKET *1298,963.0,UPI,Travel
2026-03-21,SWIGGY ORDER *1719,134.0,Card,Food
2026-08-19,STARBUCKS *8669,452.0,Card,Food
2026-09-05,METRO RECHARGE *9252,5615.0,NetBanking,Travel
2026-09-03,PVR CINEMAS *8162,502.0,NetBanking,Entertainment
2026-02-25,CHAI POINT *3010,458.0,Card,Food
2025-11-26,OLA CABS *1722,819.0,Card,Travel
2026-03-10,GAS BILL *9905,1085.0,Card,Bills
2026-02-15,AIRTEL BROADBAND *2100,2706.0,UPI,Bills
2025-11-10,HOTSTAR *3365,600.0,UPI,Entertainment
2026-05-20,PVR CINEMAS *8843,171.0,UPI,Entertainment
2026-06-04,ZOMATO *9313,332.0,Card,Food
2025-10-14,JIO RECHARGE *4489,2784.0,NetBanking,Bills
2026-03-14,UBER TRIP *6546,3482.0,NetBanking,Travel
2026-09-01,ZOMATO *8416,557.0,UPI,Food
2025-11-12,DOMINOS PIZZA *1206,355.0,Card,Food
2026-04-24,FLIPKART *5369,4980.0,UPI,Shopping
2026-01-13,METRO RECHARGE *1201,2537.0,NetBanking,Travel
2026-04-30,SWIGGY ORDER *3779,617.0,NetBanking,Food
2025-12-08,LIC PREMIUM *3824,2455.0,Card,Bills
2026-05-05,CHAI POINT *8094,,NetBanking,Food
2025-11-03,INDIGO AIRLINES *9536,84.0,Card,Travel
2026-04-29,HOTSTAR *2689,391.0,NetBanking,Entertainment
2025-12-20,LIC PREMIUM *6233,1474.0,Card,Bills
2026-04-10,RELIANCE TRENDS *3523,2839.0,NetBanking,Shopping
2025-10-08,ZOMATO *7458,768.0,Card,Food
2026-09-18,BOOKMYSHOW *6801,394.0,UPI,Entertainment
2026-05-25,JIO RECHARGE *2065,2286.0,Card,Bills
2026-01-30,BOOKMYSHOW *3172,647.0,Card,Entertainment
2026-06-14,PVR CINEMAS *3580,631.0,Card,Entertainment
2026-02-05,myntra *2417   ,854.0,NetBanking,Shopping
2026-08-03,DOMINOS PIZZA *7065,191.0,NetBanking,Food
2026-07-31,gas bill *1723   ,2479.0,NetBanking,Bills
2026-08-12,IRCTC TICKET *2831,1512.0,UPI,Travel
2026-05-19,STARBUCKS *1452,453.0,Card,Food
2026-03-27,TORRENT POWER *5218,2539.0,NetBanking,Bills
2025-11-25,UBER TRIP *1365,5858.0,NetBanking,Travel
2026-01-06,DMART *3461,4320.0,UPI,Shopping
2026-05-14,FLIPKART *1565,2218.0,Card,Shopping
2026-07-22,AMAZON PAY *6488,4227.0,UPI,Shopping
2026-01-07,SWIGGY ORDER *3255,190.0,Card,Food
2026-06-15,INDIGO AIRLINES *9780,2052.0,NetBanking,Travel
2026-02-26,METRO RECHARGE *4850,5455.0,NetBanking,Travel
2025-11-18,HOTSTAR *2168,167.0,Card,Entertainment
2026-04-04,STARBUCKS *9160,410.0,Card,Food
2026-08-05,PVR CINEMAS *7800,,UPI,Entertainment
2025-10-19,GAS BILL *7553,967.0,NetBanking,Bills
2026-06-23,JIO RECHARGE *8069,1070.0,NetBanking,Bills
2025-10-09,SPOTIFY *4899,432.0,UPI,Entertainment
2026-03-10,LIC PREMIUM *1258,456.0,NetBanking,Bills
2025-12-09,NETFLIX *3672,210.0,NetBanking,Entertainment
2026-01-18,ZOMATO *9111,604.0,Card,Food
2025-11-24,DOMINOS PIZZA *2480,499.0,NetBanking,Food
2026-01-04,CHAI POINT *7019,793.0,UPI,Food
2026-01-23,DOMINOS PIZZA *2388,149.0,UPI,Food
2025-11-02,MYNTRA *4285,1785.0,UPI,Shopping
2026-07-23,CHAI POINT *8338,634.0,NetBanking,Food
2025-12-21,CHAI POINT *2774,471.0,UPI,Food
2026-04-15,GAS BILL *2494,1794.0,NetBanking,Bills
2025-12-17,RELIANCE TRENDS *8090,887.0,UPI,Shopping
2026-03-31,SPOTIFY *5402,620.0,Card,Entertainment
2025-12-16,HOTSTAR *1768,586.0,NetBanking,Entertainment
2026-01-01,MYNTRA *3800,341.0,NetBanking,Shopping
2025-12-11,AMAZON PAY *7985,1982.0,Card,Shopping
2025-11-16,LIC PREMIUM *3141,1923.0,Card,Bills
2026-03-15,ZOMATO *9785,488.0,NetBanking,Food
2026-09-06,HOTSTAR *7639,335.0,UPI,Entertainment
2026-06-25,UBER TRIP *3962,2322.0,UPI,Travel
2026-05-01,reliance trends *7766   ,1187.0,NetBanking,Shopping
2026-04-25,AMAZON PAY *6134,1684.0,NetBanking,Shopping
2026-01-13,OLA CABS *9791,553.0,Card,Travel
2026-08-03,CHAI POINT *2687,73.0,UPI,Food
2026-02-16,CHAI POINT *9548,660.0,Card,Food
2026-05-10,STARBUCKS *7419,439.0,NetBanking,Food
2025-11-18,SWIGGY ORDER *9904,472.0,Card,Food
2026-09-19,ZOMATO *4963,101.0,UPI,Food
2025-10-26,GAS BILL *5129,2461.0,Card,Bills
2025-10-29,DMART *1656,4012.0,NetBanking,Shopping
2025-11-22,BOOKMYSHOW *9671,541.0,Card,Entertainment
2026-01-19,MYNTRA *1760,3645.0,UPI,Shopping
2025-11-11,INDIGO AIRLINES *5928,2928.0,NetBanking,Travel
2026-03-30,METRO RECHARGE *7303,4023.0,Card,Travel
2026-07-23,NETFLIX *6153,306.0,UPI,Entertainment
2026-05-16,UBER TRIP *5242,4257.0,UPI,Travel
2026-08-02,METRO RECHARGE *3575,5085.0,NetBanking,Travel
2026-07-20,DMART *2124,2787.0,UPI,Shopping
2025-10-01,AMAZON PAY *1818,212.0,NetBanking,Shopping
2025-11-04,FLIPKART *5726,3797.0,NetBanking,Shopping
2026-04-28,BOOKMYSHOW *7713,210.0,UPI,Entertainment
2025-11-02,SPOTIFY *1049,587.0,NetBanking,Entertainment
2025-12-05,TORRENT POWER *6879,1427.0,NetBanking,Bills
2025-11-04,METRO RECHARGE *1270,778.0,UPI,Travel
2025-10-19,torrent power *1544   ,2389.0,Card,Bills
2025-11-14,reliance trends *4688   ,1924.0,Card,Shopping
2026-01-07,FLIPKART *4500,574.0,UPI,Shopping
2026-01-06,JIO RECHARGE *7748,2157.0,Card,Bills
2026-08-05,NETFLIX *9393,534.0,UPI,Entertainment
2026-07-02,AIRTEL BROADBAND *1148,1904.0,Card,Bills
2026-05-08,CHAI POINT *8235,308.0,Card,Food
2025-12-25,HOTSTAR *4683,659.0,UPI,Entertainment
2026-08-08,CHAI POINT *3203,426.0,NetBanking,Food
2026-07-25,ZOMATO *6047,95.0,Card,Food
2026-03-22,INDIGO AIRLINES *7316,1892.0,NetBanking,Travel
2026-05-25,FLIPKART *6052,1789.0,Card,Shopping
2026-09-03,OLA CABS *5370,5323.0,NetBanking,Travel
2026-06-06,GAS BILL *3933,2979.0,Card,Bills
2026-06-21,spotify *4354   ,125.0,Card,Entertainment
2026-09-15,RELIANCE TRENDS *7711,1283.0,Card,Shopping
2026-06-14,AMAZON PAY *5005,2461.0,UPI,Shopping
2026-07-25,INDIGO AIRLINES *1569,2596.0,Card,Travel
2025-10-11,PVR CINEMAS *7166,444.0,Card,Entertainment
2026-02-28,HOTSTAR *7944,841.0,Card,Entertainment
2026-04-16,OLA CABS *9007,267.0,UPI,Travel
2025-10-28,TORRENT POWER *5964,190.0,NetBanking,Bills
2026-07-24,hotstar *4581   ,813.0,Card,Entertainment
2026-03-19,SPOTIFY *7929,352.0,UPI,Entertainment
2026-01-15,swiggy order *5232   ,733.0,Card,Food
2026-07-31,CHAI POINT *8255,701.0,UPI,Food
2026-06-03,BOOKMYSHOW *1721,609.0,UPI,Entertainment
2026-05-17,SWIGGY ORDER *6509,648.0,UPI,Food
2026-05-01,GAS BILL *1685,2310.0,UPI,Bills
2025-12-03,IRCTC TICKET *4788,2808.0,UPI,Travel
2025-12-16,NETFLIX *8833,201.0,Card,Entertainment
2026-01-24,NETFLIX *2723,155.0,NetBanking,Entertainment
2025-10-27,INDIGO AIRLINES *1092,2704.0,UPI,Travel
2026-08-09,JIO RECHARGE *3696,1867.0,NetBanking,Bills
2026-03-03,FLIPKART *4593,614.0,UPI,Shopping
2026-08-12,UBER TRIP *9493,2017.0,Card,Travel
2025-12-22,OLA CABS *7523,911.0,NetBanking,Travel
2025-10-24,SWIGGY ORDER *9274,756.0,NetBanking,Food
2026-03-04,myntra *5188   ,871.0,Card,Shopping
2026-08-30,AIRTEL BROADBAND *1968,2708.0,UPI,Bills
2026-03-31,pvr cinemas *3438   ,689.0,NetBanking,Entertainment
2026-05-25,RELIANCE TRENDS *2312,1485.0,NetBanking,Shopping
2026-08-20,NETFLIX *7353,839.0,Card,Entertainment
2026-02-18,ZOMATO *9848,225.0,UPI,Food
2026-02-16,OLA CABS *1739,1585.0,UPI,Travel
2026-02-16,FLIPKART *5906,1675.0,UPI,Shopping
2025-12-25,TORRENT POWER *6021,2250.0,NetBanking,Bills
2025-11-18,amazon pay *7707   ,3373.0,Card,Shopping
2026-04-23,BOOKMYSHOW *7269,845.0,NetBanking,Entertainment
2026-06-29,NETFLIX *4273,130.0,NetBanking,Entertainment
2026-02-03,AIRTEL BROADBAND *2829,725.0,UPI,Bills
2025-11-16,hotstar *3371   ,783.0,Card,Entertainment
2026-03-08,dominos pizza *7902   ,127.0,UPI,Food
2026-08-04,GAS BILL *8166,844.0,Card,Bills
2026-05-16,INDIGO AIRLINES *8867,5984.0,NetBanking,Travel
2026-07-19,JIO RECHARGE *6938,246.0,NetBanking,Bills
2026-08-05,LIC PREMIUM *9646,1858.0,UPI,Bills
2026-09-11,SWIGGY ORDER *2695,778.0,UPI,Food
2026-06-12,PVR CINEMAS *8252,556.0,Card,Entertainment
2026-06-06,ola cabs *4659   ,5323.0,UPI,Travel
2026-04-18,UBER TRIP *3775,3527.0,NetBanking,Travel
2025-11-22,ZOMATO *8083,559.0,Card,Food
2026-07-22,irctc ticket *2518   ,2640.0,Card,Travel
2026-04-11,CHAI POINT *2678,675.0,Card,Food
2026-01-07,DOMINOS PIZZA *6448,215.0,Card,Food
2026-02-24,SPOTIFY *3763,690.0,NetBanking,Entertainment
2025-10-04,TORRENT POWER *1643,576.0,Card,Bills
2026-04-22,PVR CINEMAS *1160,638.0,UPI,Entertainment
2026-08-02,SPOTIFY *3514,358.0,Card,Entertainment
2026-06-05,OLA CABS *1155,1110.0,NetBanking,Travel
2025-12-08,flipkart *8999   ,2203.0,UPI,Shopping
2026-06-28,DOMINOS PIZZA *4171,603.0,Card,Food
2026-07-10,swiggy order *5368   ,67.0,Card,Food
2026-07-02,AIRTEL BROADBAND *8269,2882.0,NetBanking,Bills
2025-12-11,BOOKMYSHOW *2502,864.0,Card,Entertainment
2026-01-13,ZOMATO *3786,61.0,NetBanking,Food
2026-01-29,HOTSTAR *5268,102.0,Card,Entertainment
2026-05-25,uber trip *4343   ,5348.0,NetBanking,Travel
2025-12-11,PVR CINEMAS *9650,627.0,Card,Entertainment
2025-10-26,INDIGO AIRLINES *7553,797.0,NetBanking,Travel
2026-07-20,FLIPKART *8909,2223.0,NetBanking,Shopping
2025-12-07,CHAI POINT *1987,573.0,UPI,Food
2026-04-05,ZOMATO *3268,497.0,Card,Food
2026-05-30,LIC PREMIUM *5581,1663.0,Card,Bills
2025-12-16,STARBUCKS *4230,548.0,NetBanking,Food
2026-07-30,DMART *4841,4548.0,Card,Shopping
2026-04-02,DOMINOS PIZZA *5152,793.0,NetBanking,Food
2025-12-20,AIRTEL BROADBAND *1391,1848.0,NetBanking,Bills
2026-08-24,LIC PREMIUM *7413,2001.0,Card,Bills
2026-04-24,ZOMATO *4561,553.0,Card,Food
2025-11-15,bookmyshow *2563   ,124.0,Card,Entertainment
2026-09-07,DMART *8194,878.0,UPI,Shopping
2026-06-12,MYNTRA *9519,3510.0,UPI,Shopping
2026-08-25,IRCTC TICKET *9226,4582.0,UPI,Travel
2026-03-03,dominos pizza *5185   ,393.0,NetBanking,Food
2025-10-23,OLA CABS *3810,2556.0,UPI,Travel
2026-09-08,LIC PREMIUM *9627,326.0,NetBanking,Bills
2026-09-13,PVR CINEMAS *1797,116.0,NetBanking,Entertainment
2026-07-12,SWIGGY ORDER *2700,658.0,UPI,Food
2026-09-01,AMAZON PAY *9633,2750.0,Card,Shopping
2026-07-06,ola cabs *2388   ,5490.0,UPI,Travel
2026-05-24,UBER TRIP *7828,4293.0,Card,Travel
2026-03-22,MYNTRA *5748,1443.0,Card,Shopping
2026-02-20,STARBUCKS *8232,135.0,Card,Food
2026-05-14,jio recharge *7065   ,2661.0,UPI,Bills
2026-08-04,IRCTC TICKET *9864,2600.0,UPI,Travel
2026-02-12,AIRTEL BROADBAND *8395,2820.0,NetBanking,Bills
2026-04-14,STARBUCKS *4936,151.0,UPI,Food
2026-02-07,FLIPKART *5179,4566.0,Card,Shopping
2026-01-24,CHAI POINT *7589,540.0,Card,Food
2026-07-08,ZOMATO *5979,551.0,UPI,Food
2026-05-18,TORRENT POWER *3667,1390.0,NetBanking,Bills
2025-11-16,MYNTRA *5070,621.0,NetBanking,Shopping
2025-11-06,BOOKMYSHOW *8856,440.0,UPI,Entertainment
2026-01-31,LIC PREMIUM *1002,1867.0,Card,Bills
2026-09-04,HOTSTAR *5759,590.0,UPI,Entertainment
2026-07-06,METRO RECHARGE *2050,5229.0,Card,Travel
2026-02-05,FLIPKART *1564,3458.0,Card,Shopping
2026-05-13,SWIGGY ORDER *4935,206.0,NetBanking,Food
2025-10-17,BOOKMYSHOW *3120,112.0,UPI,Entertainment
2025-11-11,FLIPKART *3657,4722.0,NetBanking,Shopping
2026-08-05,STARBUCKS *4718,83.0,Card,Food
2026-08-28,spotify *5791   ,125.0,Card,Entertainment
2026-09-09,LIC PREMIUM *7320,434.0,NetBanking,Bills
2026-08-12,TORRENT POWER *3494,539.0,UPI,Bills
2026-03-07,PVR CINEMAS *7265,139.0,NetBanking,Entertainment
2025-12-23,GAS BILL *1978,880.0,UPI,Bills
2025-11-15,ZOMATO *3114,256.0,Card,Food
2026-03-13,METRO RECHARGE *5471,4788.0,UPI,Travel
2025-11-10,AMAZON PAY *5017,2459.0,UPI,Shopping
2026-09-01,UBER TRIP *7282,286.0,Card,Travel
2026-01-03,DOMINOS PIZZA *2541,273.0,Card,Food
